PRT_ID,Model_1,Model_2,Model_3
P07901,11900805000.0,10639430000.0,3756277500.0
P06501,24524268000.0,17294270000.0,5704290300.0
P04997,27264662000.0,18715860000.0,6137115600.0
P04050,10187034000.0,9668401000.0,3592825900.0
P04852,9685735000.0,9432900000.0,3505687000.0
P04971,19529447000.0,14613117000.0,4955768300.0
P03399,11183506000.0,10243141000.0,3777401900.0
P03501,15465396000.0,12441293000.0,4313842000.0
P08088,21694276000.0,15827915000.0,5293752000.0
P02762,8121512400.0,8472572000.0,3209162800.0
P01055,21508060000.0,15732268000.0,5234280400.0
P07038,20430758000.0,15124296000.0,4982877700.0
P04440,11114924000.0,10233356000.0,3665590800.0
P00234,12354510000.0,10898182000.0,3820423700.0
P07042,12483066000.0,10889522000.0,4000982500.0
P06571,18750136000.0,14226090000.0,4802998000.0
P00655,15433941000.0,12505575000.0,4435442700.0
P07699,10757344000.0,10058531000.0,3645371100.0
P05303,8899676000.0,8972492000.0,3422968800.0
P08357,20396753000.0,15051206000.0,5110790000.0
P06424,17047612000.0,13304232000.0,4515212000.0
P05602,24750416000.0,17419008000.0,5675166700.0
P05048,19148511000.0,14466167000.0,4841904000.0
P00952,12693420000.0,11029646000.0,3845674200.0
P03771,20840378000.0,15271481000.0,5070957600.0
P01365,14795759000.0,12173031000.0,4292028700.0
P08310,11969116000.0,10639890000.0,3821846500.0
P00362,14366149000.0,11903641000.0,4175163400.0
P02972,21880533000.0,15881755000.0,5301913600.0
P04785,25659060000.0,17897363000.0,5800229000.0
P00955,19894546000.0,14814985000.0,4926478300.0
P08757,21594620000.0,15757064000.0,5215670300.0
P09402,10188771000.0,9729320000.0,3639056600.0
P05560,9742682000.0,9468688000.0,3487193600.0
P09260,22077751000.0,15926879000.0,5200886300.0
P05451,8774296000.0,8879818000.0,3380951600.0
P06585,12626822000.0,11014080000.0,3998889200.0
P01974,17710141000.0,13705447000.0,4759788500.0
P08238,24300227000.0,17140347000.0,5546713000.0
P01724,11523459000.0,10413832000.0,3740923400.0
P00867,19855307000.0,14817320000.0,4952125400.0
P08659,19726561000.0,14775318000.0,5077709300.0
P03019,16984480000.0,13271245000.0,4493840000.0
P07253,11491043000.0,10412640000.0,3800509700.0
P04793,11501068000.0,10396410000.0,3772228000.0
P05718,25691836000.0,17916557000.0,5776918000.0
P02977,27153120000.0,18657910000.0,6136610000.0
P06704,12912626000.0,11099066000.0,4021301000.0
P04095,10119625000.0,9611131000.0,3558634000.0
P09140,11768168000.0,10522231000.0,3888201000.0
P05362,17868597000.0,13760807000.0,4667549000.0
P02309,17254216000.0,13402825000.0,4669651000.0
P02003,19991257000.0,14865267000.0,4952347600.0
P03453,17623611000.0,13604554000.0,4656090000.0
P06156,10592757000.0,9969227000.0,3612083000.0
P02479,11839900000.0,10611592000.0,3741167900.0
P07507,12151369000.0,10747333000.0,3771454000.0
P05651,18612100000.0,14161999000.0,4901345300.0
P09296,21955424000.0,15874577000.0,5375127600.0
P01033,10222785000.0,9682205000.0,3624329000.0
P07543,18925715000.0,14295077000.0,4872582000.0
P02996,21703094000.0,15842291000.0,5189213000.0
P02232,8348527600.0,8592193000.0,3119301000.0
P03297,12808124000.0,11100998000.0,4072851000.0
P01104,11309884000.0,10288505000.0,3800294100.0
P08017,12618366000.0,10963470000.0,4021302300.0
P09023,13365178000.0,11358739000.0,4115292000.0
P05227,11355319000.0,10288494000.0,3785940500.0
P05529,21926347000.0,15905765000.0,5374781000.0
P03224,20650210000.0,15270335000.0,5225382000.0
P06307,12129313000.0,10710122000.0,3914229800.0
P08462,14499250000.0,12013536000.0,4240729000.0
P02216,17881262000.0,13761324000.0,4726872000.0
P04328,21375214000.0,15635466000.0,5279290400.0
P03262,11659411000.0,10459273000.0,3758202400.0
P00203,21019722000.0,15467819000.0,5256613000.0
P00074,13230769000.0,11324704000.0,3983732000.0
P00626,17887093000.0,13796933000.0,4648006000.0
P02770,13346032000.0,11336609000.0,4027651600.0
P04675,10405963000.0,9849121000.0,3668538600.0
P09760,19788075000.0,14724484000.0,5045035500.0
P03379,19024392000.0,14417662000.0,4861311000.0
P00429,11066006000.0,10228011000.0,3676726800.0
P08509,18352351000.0,14022632000.0,4682135600.0
P07235,21667946000.0,15754748000.0,5140969000.0
P04179,9552889000.0,9348905000.0,3526315500.0
P03499,15343103000.0,12458431000.0,4434104000.0
P00486,19897903000.0,14839075000.0,4930926600.0
P07128,18838990000.0,14249531000.0,4821458000.0
P04737,18656846000.0,14207859000.0,4734819300.0
P01530,15041720000.0,12262320000.0,4307368000.0
P09235,15307808000.0,12432342000.0,4276586200.0
P01305,18213149000.0,13936702000.0,4776412000.0
P01783,15017503000.0,12219011000.0,4354013000.0
P00343,13088012000.0,11257305000.0,4075821000.0
P06572,12134582000.0,10718239000.0,3876571600.0
P01688,11270754000.0,10300037000.0,3626542000.0
P03279,9937058000.0,9537628000.0,3503777800.0
P08921,19927927000.0,14891080000.0,5032265000.0
P08011,10943764000.0,10109528000.0,3770262500.0
P06774,12570227000.0,10942572000.0,3956232700.0
P09093,9900816000.0,9546202000.0,3475483600.0
P00137,19562852000.0,14695109000.0,4996533000.0
P01782,17794593000.0,13751012000.0,4784637400.0
P08107,13612852000.0,11483903000.0,4033763800.0
P03229,18968547000.0,14331535000.0,4930517500.0
P08964,12242828000.0,10789276000.0,3827315700.0
P03216,8817253000.0,8910475000.0,3348221400.0
P05035,17576178000.0,13617465000.0,4740292000.0
P04901,22276258000.0,16114698000.0,5290170000.0
P03727,12472422000.0,10888445000.0,3815327200.0
P04841,14089450000.0,11733111000.0,4125279700.0
P08904,17459139000.0,13469428000.0,4649108500.0
P01504,14751876000.0,12103236000.0,4296480000.0
P04206,15397134000.0,12446531000.0,4337607000.0
P05133,17114518000.0,13359707000.0,4557246000.0
P02796,15486040000.0,12529522000.0,4434271000.0
P01785,14809333000.0,12176508000.0,4327877600.0
P02558,11086193000.0,10180121000.0,3700298000.0
P02443,17346382000.0,13502447000.0,4615412700.0
P09836,21273827000.0,15537386000.0,5255346700.0
P05511,10019373000.0,9579071000.0,3448912000.0
P02516,26058908000.0,18089505000.0,5815010300.0
P09347,17667551000.0,13607647000.0,4660411400.0
P07563,18757630000.0,14262096000.0,4742384600.0
P07614,27232166000.0,18678696000.0,6142934500.0
P08322,13204244000.0,11273603000.0,4095293400.0
P02929,26132955000.0,18145243000.0,5894876000.0
P00289,13569194000.0,11522416000.0,4083937300.0
P03926,18614219000.0,14123467000.0,4856436700.0
P00404,21580966000.0,15750791000.0,5199208000.0
P02210,14144626000.0,11792081000.0,4052152300.0
P01760,17936343000.0,13757805000.0,4611614700.0
P04245,8714313000.0,8818954000.0,3242507300.0
P08394,13203896000.0,11325565000.0,4013255700.0
P00832,18834300000.0,14278602000.0,4751625000.0
P01170,21248133000.0,15556111000.0,5101911000.0
P08459,9841035000.0,9505829000.0,3505000400.0
P08455,12324502000.0,10813175000.0,3792184300.0
P07475,18394384000.0,14034543000.0,4782268400.0
P03491,18635342000.0,14124574000.0,4749891600.0
P03745,19619295000.0,14724646000.0,5005897700.0
P04779,10936801000.0,10108756000.0,3641746000.0
P04691,10364657000.0,9799588000.0,3559487500.0
P06248,11076258000.0,10141448000.0,3756021000.0
P01405,18471199000.0,14062726000.0,4704048600.0
P01232,11968119000.0,10647478000.0,3772777500.0
P04899,19273920000.0,14534612000.0,5014690000.0
P07414,12430193000.0,10866262000.0,3959824600.0
P01526,17599779000.0,13660922000.0,4665393000.0
P07023,12646290000.0,10985187000.0,3953014300.0
P03347,9373573000.0,9213934000.0,3457972200.0
P06718,19016438000.0,14357772000.0,4947115000.0
P09625,18928374000.0,14319115000.0,4833060000.0
P09944,19083760000.0,14335066000.0,4877554700.0
P05245,11940279000.0,10564792000.0,3871482400.0
P04432,18881376000.0,14302736000.0,4952921000.0
P02272,21061247000.0,15491575000.0,5230827500.0
P00212,12736806000.0,11073880000.0,3865446400.0
P07633,21748490000.0,15810648000.0,5297190000.0
P09030,17946956000.0,13788813000.0,4808387600.0
P07469,18816414000.0,14276576000.0,4893692000.0
P06076,19530440000.0,14576416000.0,4908256000.0
P07997,23661850000.0,16841546000.0,5611928600.0
P00225,22508556000.0,16192888000.0,5367885000.0
P05524,19785495000.0,14749367000.0,5000062500.0
P00231,9758431000.0,9486583000.0,3452829200.0
P04736,10336227000.0,9754242000.0,3599382000.0
P05101,19114705000.0,14424577000.0,4827166000.0
P07335,17884813000.0,13745902000.0,4688887000.0
P04708,15785722000.0,12671605000.0,4426050600.0
P03237,10674603000.0,9972197000.0,3603241000.0
P08228,14787514000.0,12128250000.0,4250962400.0
P07579,9845742000.0,9517305000.0,3440082400.0
P05144,13580215000.0,11513696000.0,4010357800.0
P00097,15056663000.0,12291983000.0,4305074000.0
P07995,10954975000.0,10132638000.0,3711603700.0
P07867,27370490000.0,18794439000.0,6127347700.0
P09440,17900722000.0,13697542000.0,4762204700.0
P06009,26973487000.0,18563730000.0,6043261400.0
P07011,15519811000.0,12536510000.0,4364124000.0
P04406,10295464000.0,9795139000.0,3506082300.0
P07020,13517290000.0,11423635000.0,4085907200.0
P01145,17996634000.0,13792896000.0,4613165000.0
P00315,14995554000.0,12262661000.0,4268187400.0
P05781,13380528000.0,11366966000.0,4105094000.0
P00312,9902344000.0,9539288000.0,3526714400.0
P08504,20786196000.0,15284675000.0,5137645000.0
P05254,24093012000.0,17068993000.0,5608347000.0
P09570,21777983000.0,15783827000.0,5290973000.0
P04087,21901631000.0,15944088000.0,5214003000.0
P00629,18639462000.0,14203818000.0,4876762000.0
P02834,15738730000.0,12650185000.0,4386667500.0
P07558,21780177000.0,15808660000.0,5244816400.0
P06062,9374120000.0,9248834000.0,3480792600.0
P05477,18218721000.0,13973981000.0,4844197000.0
P06593,14122764000.0,11759636000.0,4062756400.0
P04855,12171033000.0,10761605000.0,3887801300.0
P05446,9472773000.0,9338567000.0,3425486300.0
P05522,15463864000.0,12520110000.0,4444541000.0
P09724,21996308000.0,15898360000.0,5271216000.0
P05496,26799868000.0,18496030000.0,6069038600.0
P08203,18519073000.0,14069334000.0,4676835000.0
P01490,10948569000.0,10147372000.0,3627896000.0
P05377,10593528000.0,9854372000.0,3689123600.0
P01481,9696286000.0,9432129000.0,3548916700.0
P04319,17145676000.0,13398571000.0,4584820700.0
P05107,22589555000.0,16296432000.0,5483496400.0
P05455,16094717000.0,12836823000.0,4476651500.0
P05543,9274200000.0,9216362000.0,3324775200.0
P00512,19814961000.0,14795707000.0,4942189600.0
P09407,19181586000.0,14435274000.0,4868427000.0
P09612,20278649000.0,14997205000.0,4958844400.0
P04884,10260001000.0,9714479000.0,3485642200.0
P01017,13996833000.0,11706930000.0,4110057700.0
P09964,18750587000.0,14230558000.0,4797573000.0
P09225,19907550000.0,14838585000.0,5006104600.0
P06925,18213052000.0,13970968000.0,4664221000.0
P04192,14434191000.0,11901152000.0,4095053300.0
P02206,16667083000.0,13088608000.0,4593247700.0
P06180,13415365000.0,11422573000.0,4019857000.0
P03350,16031658000.0,12825378000.0,4494695000.0
P02844,19844645000.0,14805593000.0,4984441300.0
P08229,9779808000.0,9467369000.0,3515129900.0
P08388,19819235000.0,14741848000.0,5024432000.0
P03103,14102673000.0,11799894000.0,4187722800.0
P03847,14298081000.0,11893417000.0,4294227000.0
P02093,19739386000.0,14757072000.0,4914575400.0
P07955,18882292000.0,14284798000.0,4923376600.0
P01349,11410376000.0,10320687000.0,3796377900.0
P07597,13864690000.0,11638819000.0,4060993000.0
P04286,12410960000.0,10873184000.0,3988909800.0
P07587,14905063000.0,12162443000.0,4312549400.0
P05233,23009636000.0,16482066000.0,5388187600.0
P03276,20673204000.0,15216536000.0,5190875000.0
P09590,21589383000.0,15669439000.0,5114205000.0
P09185,20713780000.0,15275112000.0,5027453000.0
P00394,21175503000.0,15530803000.0,5232344000.0
P03251,9818178000.0,9489678000.0,3508585000.0
P01332,11726547000.0,10478205000.0,3857643500.0
P04157,15725783000.0,12670347000.0,4360756700.0
P09365,12295516000.0,10776410000.0,3915033600.0
P02463,13118007000.0,11267020000.0,3952435200.0
P09573,21505753000.0,15621268000.0,5169424000.0
P03779,20369390000.0,15084116000.0,5076706300.0
P05007,20187175000.0,14962082000.0,5037370400.0
P06599,9194316000.0,9089873000.0,3437656000.0
P04975,14609182000.0,12004233000.0,4284421000.0
P02818,11341365000.0,10282502000.0,3643147800.0
P09738,19499725000.0,14623660000.0,4947265500.0
P08408,17942598000.0,13816082000.0,4724275700.0
P03041,9077117000.0,9099004000.0,3462150000.0
P02251,21303181000.0,15604007000.0,5154651000.0
P09520,9792709000.0,9445218000.0,3431800000.0
P00214,19892437000.0,14877379000.0,4987003000.0
P06441,21029978000.0,15429134000.0,5233036000.0
P08950,18556355000.0,14108294000.0,4739529700.0
P01633,24014959000.0,17027076000.0,5665652000.0
P08992,19215462000.0,14425457000.0,4904618000.0
P07818,18182350000.0,13891811000.0,4821791000.0
P02136,27499317000.0,18883540000.0,6193897500.0
P04105,18320697000.0,13959991000.0,4693696500.0
P01597,12450357000.0,10847009000.0,3981367300.0
P02865,11361376000.0,10290961000.0,3641164800.0
P00405,18157646000.0,13912480000.0,4711164400.0
P09624,20321804000.0,15050392000.0,5139709000.0
P08030,19603659000.0,14628487000.0,5006720000.0
P07714,19585376000.0,14673331000.0,4930065400.0
P02659,15204876000.0,12361124000.0,4406691000.0
P07770,11710195000.0,10515300000.0,3723321600.0
P09782,18418410000.0,13992270000.0,4655645000.0
P02377,18248970000.0,13984837000.0,4718298000.0
P01478,14579868000.0,11998723000.0,4156032500.0
P03140,8441644000.0,8657005000.0,3280301800.0
P00757,20881172000.0,15357915000.0,5116631600.0
P09519,19438211000.0,14610235000.0,4964493000.0
P09930,19071394000.0,14328935000.0,4860214000.0
P06212,12990322000.0,11201993000.0,4090368300.0
P09936,20220030000.0,14929600000.0,5111392000.0
P06187,15379575000.0,12468603000.0,4262305500.0
P08772,11714955000.0,10556025000.0,3801558300.0
P00128,18220239000.0,13940951000.0,4767680000.0
P00930,14965730000.0,12258655000.0,4373256000.0
P07205,21010358000.0,15384233000.0,5088472000.0
P02507,21556433000.0,15694121000.0,5157177300.0
P03763,21265848000.0,15578376000.0,5275507000.0
P04420,24562070000.0,17297529000.0,5646948400.0
P00321,20182428000.0,15032059000.0,5004949500.0
P01518,20923853000.0,15420703000.0,5218841600.0
P00109,15073897000.0,12253143000.0,4347277300.0
P05234,25655734000.0,17893822000.0,5820907500.0
P03917,21675573000.0,15822468000.0,5205740000.0
P09764,19236405000.0,14466162000.0,4823036000.0
P06635,11489441000.0,10425813000.0,3718891500.0
P04347,18329151000.0,13998904000.0,4755204000.0
P04513,14285693000.0,11841228000.0,4116469500.0
P01829,19953928000.0,14837473000.0,5037889500.0
P07643,13438567000.0,11412724000.0,4014105300.0
P06360,19206599000.0,14506711000.0,4954414600.0
P05409,21023482000.0,15478132000.0,5169992700.0
P05365,19730338000.0,14746994000.0,4936629000.0
P01238,13793748000.0,11618249000.0,4104767000.0
P02146,18605703000.0,14138096000.0,4903466000.0
P01537,17438420000.0,13519084000.0,4713579500.0
P09005,11340909000.0,10303183000.0,3808296400.0
P01832,11477704000.0,10424081000.0,3828972000.0
P00002,11157033000.0,10252811000.0,3677494000.0
P02863,20299760000.0,15092688000.0,5072879600.0
P05286,20806003000.0,15316738000.0,5124958000.0
P08451,18462646000.0,14064526000.0,4843780600.0
P06653,20245340000.0,14999849000.0,4978256000.0
P03864,8549925000.0,8725754000.0,3278138600.0
P06828,10455892000.0,9829030000.0,3574334200.0
P04344,15082541000.0,12275268000.0,4376672000.0
P05113,10300092000.0,9795910000.0,3521436200.0
P06756,13657395000.0,11503458000.0,4049359000.0
P05981,20631255000.0,15272448000.0,5072097300.0
P03458,18818200000.0,14304092000.0,4868275000.0
P01948,10878204000.0,10082656000.0,3716322600.0
P03941,10379346000.0,9805661000.0,3675276800.0
P08984,21484675000.0,15691848000.0,5305074700.0
P01512,17636946000.0,13674350000.0,4731750400.0
P04620,20672391000.0,15276857000.0,5037637000.0
P09585,21089247000.0,15496501000.0,5093125000.0
P10032,17479981000.0,13476706000.0,4684290600.0
P01522,15129278000.0,12306119000.0,4338464000.0
P05699,21566587000.0,15725396000.0,5140953000.0
P06773,12924258000.0,11152634000.0,4010782200.0
P03512,18569114000.0,14135276000.0,4912741400.0
P09768,17561514000.0,13584498000.0,4734283000.0
P05505,14626451000.0,12009064000.0,4282033200.0
P02641,20758225000.0,15336131000.0,5136057300.0
P09828,18592030000.0,14168099000.0,4760004000.0
P08460,14565231000.0,12011971000.0,4175820800.0
P07762,18154488000.0,13917045000.0,4662373400.0
P04726,18961986000.0,14340871000.0,4785231000.0
P04109,11173788000.0,10255589000.0,3708256000.0
P07536,20919818000.0,15353184000.0,5154846000.0
P01390,12983262000.0,11177656000.0,4068825900.0
P09178,19140665000.0,14373433000.0,4756363300.0
P06418,15777742000.0,12661789000.0,4478085000.0
P06771,25119314000.0,17593455000.0,5708491000.0
P01208,13797589000.0,11574521000.0,4131550200.0
P05957,19815674000.0,14840586000.0,4906618400.0
P09892,19114121000.0,14374132000.0,4857047600.0
P02518,13725564000.0,11580662000.0,4100481500.0
P07070,21850941000.0,15870764000.0,5256899600.0
P06328,21208461000.0,15572026000.0,5256892400.0
P02894,21657076000.0,15766489000.0,5231393000.0
P07062,26913840000.0,18557673000.0,6050470000.0
P09891,21561653000.0,15671286000.0,5266982000.0
P00078,12317295000.0,10810691000.0,3788822500.0
P04749,19050877000.0,14338771000.0,4863837700.0
P00653,9813504000.0,9517174000.0,3450143500.0
P03849,18067173000.0,13892362000.0,4681145300.0
P02195,16082874000.0,12842145000.0,4383239700.0
P07961,19034313000.0,14300666000.0,4923044000.0
P04594,18563207000.0,14137069000.0,4888698400.0
P01692,10545719000.0,9911382000.0,3636077600.0
P05059,12990328000.0,11201146000.0,3925382700.0
P05997,19593720000.0,14675576000.0,4908536000.0
P07367,18487185000.0,14098363000.0,4872104000.0
P01058,15145984000.0,12312441000.0,4350226000.0
P04878,16009092000.0,12819311000.0,4404961300.0
P07473,17723510000.0,13627360000.0,4759610400.0
P04649,10404483000.0,9781561000.0,3544456700.0
P08826,12216778000.0,10759756000.0,3780873200.0
P01495,12620305000.0,11018968000.0,3950189600.0
P03460,16865002000.0,13194287000.0,4611297300.0
P09276,18508147000.0,14071674000.0,4826155000.0
P01711,16149230000.0,12801294000.0,4433644000.0
P02397,10484805000.0,9846888000.0,3660935000.0
P09103,14355003000.0,11901170000.0,4114055000.0
P07826,18525522000.0,14119854000.0,4889327600.0
P01432,18615930000.0,14192854000.0,4852590000.0
P00306,10534687000.0,9932476000.0,3522401300.0
P08869,21357785000.0,15540152000.0,5246235000.0
P05443,20816286000.0,15344935000.0,5162602500.0
P09710,19168330000.0,14397090000.0,4938526700.0
P01477,21194076000.0,15538818000.0,5254626300.0
P04810,13288394000.0,11345555000.0,4092684800.0
P07389,10907543000.0,10091913000.0,3760363300.0
P02336,19145860000.0,14410207000.0,4894357000.0
P00006,14031055000.0,11752614000.0,4052065000.0
P09568,17895526000.0,13732899000.0,4627531000.0
P03465,11357948000.0,10324128000.0,3737954300.0
P05408,10792260000.0,10010841000.0,3625367600.0
P05795,19126622000.0,14428933000.0,4847594500.0
P05627,11677154000.0,10480046000.0,3696772400.0
P02632,12218625000.0,10777814000.0,3799284200.0
P03415,8654500000.0,8810549000.0,3314152700.0
P09767,20313104000.0,15060590000.0,4961418000.0
P01317,10215833000.0,9740243000.0,3564051000.0
P01073,13654315000.0,11547140000.0,4079397400.0
P02185,9134769000.0,9112764000.0,3318322400.0
P08576,21914460000.0,15908212000.0,5222850600.0
P09650,20041929000.0,14914986000.0,4934422500.0
P04722,23970562000.0,17001660000.0,5635620000.0
P05882,27488776000.0,18858707000.0,6123432000.0
P07634,19075960000.0,14444727000.0,4853424000.0
P07103,12435035000.0,10904196000.0,3899161600.0
P00535,17998225000.0,13841662000.0,4778305500.0
P02254,20883792000.0,15405029000.0,5145956400.0
P08282,18993504000.0,14309041000.0,4862872600.0
P07861,24714977000.0,17393177000.0,5770529000.0
P00043,15100238000.0,12301481000.0,4222663700.0
P07071,16283613000.0,12963771000.0,4463532000.0
P07535,21077380000.0,15410494000.0,5232075000.0
P01544,9123845000.0,9069425000.0,3405939000.0
P02116,17565546000.0,13577853000.0,4606046000.0
P09291,11232272000.0,10295881000.0,3785394700.0
P05715,13982336000.0,11674027000.0,4122561000.0
P09497,14949802000.0,12219615000.0,4240721400.0
P02235,13821302000.0,11619917000.0,4027879200.0
P01993,18297289000.0,13974443000.0,4853516000.0
P08667,18252489000.0,13946996000.0,4671066000.0
P03792,21469741000.0,15682610000.0,5322787000.0
P00749,19210560000.0,14517625000.0,4867357700.0
P02960,13273044000.0,11358415000.0,4094429200.0
P09027,10865725000.0,10031456000.0,3607279600.0
P08482,22096347000.0,15999583000.0,5293895700.0
P06686,26633366000.0,18385900000.0,5979187000.0
P01264,20651110000.0,15238715000.0,5056579000.0
P01868,8781470000.0,8884367000.0,3385218600.0
P09427,22108533000.0,16008315000.0,5229505500.0
P03352,14809190000.0,12150563000.0,4167318000.0
P07308,18925388000.0,14331030000.0,4948738600.0
P06689,21767604000.0,15802789000.0,5235458000.0
P05327,8419361300.0,8660439000.0,3269241600.0
P07281,21430682000.0,15672182000.0,5195085300.0
P06916,14107265000.0,11777352000.0,4242243300.0
P06018,18435248000.0,14005944000.0,4827834400.0
P09098,20805024000.0,15343217000.0,5068984000.0
P08803,19730944000.0,14689476000.0,4842899500.0
P01260,13376172000.0,11391584000.0,4087335000.0
P05830,14600158000.0,12065718000.0,4283456300.0
P06894,18845230000.0,14239279000.0,4756821000.0
P09146,13723212000.0,11598141000.0,4145038600.0
P05985,18360693000.0,13959996000.0,4697663500.0
P04460,18900546000.0,14334375000.0,4774643700.0
P03047,10702169000.0,10028958000.0,3625248000.0
P01383,13117240000.0,11234736000.0,4041254000.0
P01091,11681849000.0,10477464000.0,3738724400.0
P01737,21395350000.0,15655177000.0,5167297500.0
P07828,20836293000.0,15312068000.0,5119714000.0
P00789,20903088000.0,15371392000.0,5092292600.0
P00479,18251559000.0,13931906000.0,4804772400.0
P04704,24360542000.0,17206116000.0,5727744500.0
P02026,21994123000.0,15897364000.0,5306309600.0
P03389,21075368000.0,15453145000.0,5258895400.0
P06529,14475457000.0,11984410000.0,4188912600.0
P01237,20850184000.0,15315689000.0,5155621000.0
P02687,12303376000.0,10821544000.0,3819627000.0
P01743,18974722000.0,14362090000.0,4882881500.0
P02359,18823274000.0,14262195000.0,4837148000.0
P03051,25084211000.0,17595095000.0,5722678300.0
P06285,21581000000.0,15654824000.0,5288329000.0
P00714,21735240000.0,15826991000.0,5364304000.0
P02179,24811774000.0,17431597000.0,5620954600.0
P05378,9532223000.0,9308248000.0,3470385700.0
P06642,14312108000.0,11851484000.0,4171345000.0
P05672,16241740000.0,12889098000.0,4543703600.0
P09665,21928628000.0,15909658000.0,5319151600.0
P01002,18898936000.0,14272317000.0,4940067000.0
P04823,9853696000.0,9536851000.0,3479455700.0
P05597,11628620000.0,10515508000.0,3771346700.0
P08000,9925837000.0,9563286000.0,3582729700.0
P05668,11398117000.0,10361140000.0,3808383200.0
P07408,18645512000.0,14191672000.0,4803617300.0
P06663,25464357000.0,17771325000.0,5789160400.0
P03152,11547910000.0,10462634000.0,3685242400.0
P07911,27420004000.0,18801725000.0,6055907000.0
P03960,11114004000.0,10194726000.0,3713697300.0
P06304,10427974000.0,9882382000.0,3559265800.0
P00164,10682743000.0,9961491000.0,3669530600.0
P03329,21310510000.0,15634055000.0,5139881000.0
P01649,19547519000.0,14631240000.0,4880645000.0
P07598,17292394000.0,13439586000.0,4714519600.0
P00695,11430414000.0,10383638000.0,3765646600.0
P01174,9729548000.0,9435577000.0,3548550700.0
P05380,11004832000.0,10120503000.0,3672104000.0
P05185,23211317000.0,16602668000.0,5518178300.0
P00494,20291152000.0,15062055000.0,5085816000.0
P07607,24296120000.0,17179105000.0,5573993000.0
P05817,18498748000.0,14085287000.0,4843558000.0
P04674,19264960000.0,14506132000.0,4822008300.0
P04113,21030330000.0,15413998000.0,5140483000.0
P08278,10338100000.0,9766588000.0,3651196400.0
P00742,11550942000.0,10398990000.0,3785301800.0
P01543,13354172000.0,11369412000.0,3996316700.0
P06587,9536356000.0,9329013000.0,3465603600.0
P01191,14614659000.0,12017944000.0,4183934200.0
P00378,14726783000.0,12097966000.0,4218804200.0
P03630,8364511000.0,8627102000.0,3214174200.0
P04541,19213935000.0,14488306000.0,4940542000.0
P01116,20858094000.0,15306511000.0,5080735000.0
P05905,13448380000.0,11447714000.0,4133677800.0
P04753,19095175000.0,14425989000.0,4930987000.0
P08854,21086614000.0,15394121000.0,5182248000.0
P06750,15749414000.0,12627999000.0,4431638500.0
P04974,15435555000.0,12489251000.0,4358047000.0
P09819,17523345000.0,13547582000.0,4693717500.0
P05757,17267298000.0,13441937000.0,4574934000.0
P01266,21080973000.0,15457096000.0,5230631400.0
P01601,14088434000.0,11747166000.0,4175150600.0
P06475,11530879000.0,10447121000.0,3714904000.0
P08034,13675103000.0,11522822000.0,4175716900.0
P07127,20632599000.0,15268102000.0,5156021000.0
P02542,22067000000.0,16023880000.0,5354699000.0
P00139,20164927000.0,14946372000.0,5108325400.0
P05164,19433525000.0,14568163000.0,4872491500.0
P00047,19206652000.0,14499540000.0,4827972600.0
P00980,13938704000.0,11688967000.0,4204603600.0
P01535,26208788000.0,18183570000.0,5958163000.0
P01943,12604577000.0,10983431000.0,3976266000.0
P03655,11578763000.0,10430263000.0,3815884000.0
P06696,18856038000.0,14274753000.0,4883695600.0
P09659,20314006000.0,15055480000.0,5042041000.0
P08062,17559771000.0,13534575000.0,4549081600.0
P00662,14021911000.0,11747127000.0,4052401400.0
P01036,20891664000.0,15344101000.0,5087856600.0
P10016,21033185000.0,15394705000.0,5093159000.0
P03365,23044553000.0,16498947000.0,5384376000.0
P06398,18358870000.0,14023097000.0,4731481000.0
P04642,14428374000.0,11915745000.0,4137838000.0
P07226,18657423000.0,14181966000.0,4758772700.0
P02455,21139083000.0,15537801000.0,5207270400.0
P06601,14108340000.0,11716410000.0,4162532900.0
P03840,18923696000.0,14311953000.0,4880547000.0
P09751,17660880000.0,13616476000.0,4547187700.0
P09658,21468813000.0,15682784000.0,5325764600.0
P02302,24605831000.0,17340983000.0,5635667000.0
P09685,19158910000.0,14416001000.0,4927493600.0
P04200,9128637000.0,9104265000.0,3334665700.0
P03590,20431438000.0,15143209000.0,5019003400.0
P04173,10675103000.0,10021607000.0,3596430600.0
P02862,20787712000.0,15270295000.0,5035773000.0
P07310,12741519000.0,11051954000.0,3880913400.0
P09737,19511726000.0,14627572000.0,4949603300.0
P09194,13171502000.0,11281305000.0,3909221400.0
P03186,17282950000.0,13451545000.0,4554188000.0
P08119,10253971000.0,9744077000.0,3631636000.0
P06439,12792561000.0,11045893000.0,3922586000.0
P07490,23907942000.0,16947152000.0,5616488000.0
P00027,13887227000.0,11670422000.0,4083275800.0
P02637,9222562000.0,9184520000.0,3507551200.0
P09113,10948076000.0,10088052000.0,3679253000.0
P08214,11645204000.0,10449842000.0,3782831000.0
P00448,19724095000.0,14722946000.0,4925652500.0
P02304,8164174300.0,8525450000.0,3157175300.0
P02875,19298499000.0,14526333000.0,5019632600.0
P08713,12995220000.0,11206099000.0,4086942000.0
P04334,14491140000.0,11989477000.0,4192320000.0
P02024,18788057000.0,14262505000.0,4895353000.0
P08582,12177639000.0,10730982000.0,3940803600.0
P09271,18410754000.0,14072598000.0,4744612000.0
P03021,13618444000.0,11505709000.0,4026100200.0
P04510,19290817000.0,14547728000.0,4999156700.0
P07840,15655302000.0,12585923000.0,4371912700.0
